Age,Birth Place,Birthday,College,Current Status,Current Team,Experience,Height (inches),High School,High School Location,Name,Number,Player Id,Position,Weight (lbs),Years Played
33,"Fairfax , VA",2/17/1984,Virginia,Retired,,3 Seasons,71,,,Marcus Hamilton,,marcushamilton/2507256,,185,2007 - 2009
26,"Los Angeles , CA",6/27/1990,Utah State,Active,Seattle Seahawks,6th season,72,Colony HS,"Ontario, CA",Bobby Wagner,54,bobbywagner/2532966,MLB,245,
,"Oklahoma City , OK",8/19/1945,Oklahoma,Retired,,1 Season,74,,,Ben Hart,,benhart/2516020,,205,1967 - 1967
25,,12/19/1991,North Carolina A&T,Retired,,1 Season,70,,,Desmond Lawrence,,desmondlawrence/2554337,,181,2015 - 2015
47,"Inverness , FL",4/19/1970,Central Florida,Retired,,4 Seasons,74,,,Rick Hamilton,,rickhamilton/2500995,,241,1993 - 1996
58,"Connell , WA",4/4/1959,Portland State,Retired,,8 Seasons,77,,,Clint Didier,,clintdidier/2512912,,240,1982 - 1989
23,"Breaux Bridge , LA",10/2/1993,LSU,Active,Baltimore Ravens,1st season,71,Breaux Bridge HS,LA,Lamar Louis,59,lamarlouis/2556438,LB,232,
26,,2/6/1991,Fort Lewis,Retired,,1 Season,73,,,Tim Jenkins,,timjenkins/2541992,,200,2013 - 2013
55,"Griffin , GA",4/8/1962,Georgia,Retired,,4 Seasons,76,,,Freddie Gilbert,,freddiegilbert/2514857,,275,1986 - 1989
,"Monmouth , IL",7/22/1897,Monmouth (Ill.),Retired,,12 Seasons,72,,,Jug Earp,,jugearp/2513407,,236,1921 - 1932
73,"Oakland , CA",1/12/1944,Stanford,Retired,,1 Season,74,,,Braden Beck,,bradenbeck/2509267,,200,1971 - 1971
,"Cleo Springs , OK",4/21/1898,Phillips,Retired,,9 Seasons,70,,,Steve Owen,,steveowen/2522604,,237,1924 - 1933
37,"Jacksonville , TX",7/4/1979,Sam Houston State,Active,New York Jets,15th season,76,Jacksonville HS,TX,Josh McCown,,joshmccown/2505076,QB,218,
,"Salem , MA",1/2/1904,New Hampshire,Retired,,3 Seasons,68,,,Cy Wentworth,,cywentworth/2528533,,160,1925 - 1929
73,"Winona , MS",4/24/1944,USC,Retired,,2 Seasons,74,,,Chip Oliver,,chipoliver/2522459,,220,1968 - 1969
35,"Atlanta , GA",1/24/1982,Georgia Tech,Retired,,9 Seasons,75,,,Keyaron Fox,,keyaronfox/2505902,,235,2004 - 2012
55,"Clarksdale , MS",6/21/1961,Mississippi State,Retired,,1 Season,77,,,Clifton Eley,,cliftoneley/2513536,,230,1987 - 1987
,"Grapevine , TX",11/10/1916,Texas Tech,Retired,,4 Seasons,73,,,Bill Davis,,billdavis/2512646,,234,1940 - 1946
25,"Mount Airy , MD",5/13/1992,Wisconsin,Active,Los Angeles Rams,3rd season,79,Linganore HS,"Frederick, MD",Rob Havenstein,79,robhavenstein/2552363,OT,321,
45,"Pensacola , FL",9/7/1971,Georgia,Retired,,2 Seasons,72,,,Al Jackson,,aljackson/2501316,,191,1994 - 1995
,"Brakes Branch , VA",4/11/1906,No College,Retired,,1 Season,,,,Phil Scott,,philscott/2525213,,1,1929 - 1929
,"North Adams , MA",8/16/1923,No College,Retired,,1 Season,72,,,Bob Garner,,bobgarner/2514638,,238,1945 - 1945
68,"St. Clair Shores , MI",12/8/1948,Michigan State,Retired,,1 Season,77,,,Gary Nowak,,garynowak/2522292,,258,1971 - 1971
,"Marysville , CA",4/27/1921,Santa Clara,Retired,,6 Seasons,72,,,Alyn Beals,,alynbeals/2509226,,188,1946 - 1951
23,,2/27/1994,Middle Tennessee State,Active,Jacksonville Jaguars,Rookie,74,,,Jeremy Cutrer,,jeremycutrer/2559162,CB,170,
,"Buckhannon , WV",1/17/1907,Carnegie Mellon,Retired,,1 Season,74,,,Latham Flanagan,,lathamflanagan/2514114,,185,1931 - 1931
69,"Fort Knox , KY",12/9/1947,Kansas,Retired,,3 Seasons,72,,,Bill Bell,,billbell/2509376,,192,1971 - 1973
80,"Peabody , MA",7/17/1936,Middle Tennessee State,Retired,,6 Seasons,74,,,Jerry DeLucca,,jerrydelucca/2512766,,247,1959 - 1964
26,"Puyallup , WA",3/30/1991,Idaho,Retired,,2 Seasons,71,,,Justin Veltung,,justinveltung/2542086,,182,2013 - 2014
56,"West Islip , NY",4/17/1961,Maryland,Retired,,14 Seasons,77,,,Boomer Esiason,,boomeresiason/2500562,,224,1984 - 1997
,"Green Bay , WI",4/9/1898,Notre Dame,Retired,,9 Seasons,70,,,Curly Lambeau,,curlylambeau/2519005,,187,1921 - 1929
51,"Baton Rouge , LA",8/6/1965,LSU,Retired,,14 Seasons,74,,,Brian Kinchen,,briankinchen/2501612,,240,1988 - 2003
76,"Toledo , OH",6/14/1940,Toledo,Retired,,1 Season,75,,,Jim Thibert,,jimthibert/2527199,,230,1965 - 1965
58,"Cincinnati , OH",1/8/1959,Iowa State,Retired,,4 Seasons,76,,,Kenny Neil,,kennyneil/2521998,,244,1981 - 1987
25,"Calhoun Falls , SC",12/20/1991,Clemson,Active,Pittsburgh Steelers,3rd season,76,T.L. Hanna HS,"Anderson, SC",Martavis Bryant,10,martavisbryant/2543572,WR,211,
99,"Portland , OR",9/14/1917,Stanford,Retired,,2 Seasons,74,,,Stan Andersen,,stanandersen/2508458,,218,1940 - 1941
,,,Drake,Active,Atlanta Falcons,Rookie,77,Hoffman Estate HS,"Hoffman Estate, IL",Eric Saubert,,ericsaubert/2558023,TE,251,
37,"Baton Rouge , LA",12/22/1979,Louisiana-Lafayette,Retired,,2 Seasons,73,,,Brad Franklin,,bradfranklin/2505003,,190,2002 - 2003
30,"Charleston , SC",2/27/1987,South Carolina,Retired,,1 Season,77,,,Jarriel King,,jarrielking/2495191,,317,2011 - 2011
38,"Cincinnati , OH",4/23/1979,Eastern Kentucky,Retired,,6 Seasons,77,,,Alex Bannister,,alexbannister/2504617,,207,2001 - 2006
40,,4/22/1977,Southern University,Retired,,2 Seasons,75,,,Roshaun Matthews,,roshaunmatthews/2504788,,265,2002 - 2003
25,"Fort Lauderdale , FL",2/3/1992,Wisconsin,Active,New England Patriots,4th season,70,St. Thomas Aquinas HS,"Fort Lauderdale, FL",James White,28,jameswhite/2543773,RB,205,
84,"Athens , AL",5/27/1933,Memphis,Retired,,8 Seasons,73,,,Andy Nelson,,andynelson/2522009,,180,1957 - 1964
56,"Compton , CA",5/23/1961,Arizona State,Retired,,7 Seasons,72,,,Mike Richardson,,mikerichardson/2524115,,187,1983 - 1989
,,,South Dakota State,Retired,,1 Season,70,,,Frank Kelley,,frankkelley/2518267,,165,1927 - 1927
65,"Worthington , MN",10/30/1951,Macalester,Retired,,2 Seasons,77,,,Lee Nystrom,,leenystrom/2522324,,260,1973 - 1974
53,"Jacksonville , FL",11/27/1963,Alabama,Retired,,4 Seasons,77,,,Thornton Chandler,,thorntonchandler/2511341,,243,1986 - 1989
46,"Kansas City , MO",10/26/1970,Rice,Retired,,8 Seasons,70,,,Bert Emanuel,,bertemanuel/2500548,,185,1994 - 2001
76,"Dayton , OH",11/18/1940,Michigan,Retired,,1 Season,70,,,Dave Raimey,,daveraimey/2523701,,195,1964 - 1964
22,"Charleston , WV",11/4/1994,North Carolina,Active,Dallas Cowboys,Rookie,68,George Washington HS,"Charleston, WV",Ryan Switzer,,ryanswitzer/2557960,WR,181,
,"Beloit , WI",11/10/1932,Michigan,Retired,,2 Seasons,74,,,Gene Knutson,,geneknutson/2518663,,218,1954 - 1956
28,"San Diego Co. , CA",7/26/1988,Colorado,Active,Baltimore Ravens,7th season,74,Colton HS,CA,Jimmy Smith,22,jimmysmith/2508107,CB,210,
27,,3/28/1990,Arizona State,Retired,,0 Season,77,,,Jamaar Jarrett,,jamaarjarrett/2532874,,265,2012 - 2012
57,"Norwalk , CT",1/30/1960,Mississippi,Retired,,2 Seasons,73,,,Skip Lane,,skiplane/2519051,,210,1984 - 1987
30,"Fort Pierce , FL",10/11/1986,Mississippi State,Retired,,5 Seasons,72,,,Jamar Chaney,,jamarchaney/496907,,242,2010 - 2014
26,Aschaffenburg Germany,3/3/1991,Baylor,Retired,,1 Season,74,,,Chris McAllister,,chrismcallister/2550584,,255,2014 - 2014
60,"Tacoma , WA",7/30/1956,Colorado State,Retired,,2 Seasons,72,,,Harry Washington,,harrywashington/2528288,,180,1978 - 1979
41,"Monmouth , IL",1/6/1976,Illinois,Retired,,5 Seasons,76,,,J.P. Machado,,j.p.machado/2501830,,300,1999 - 2003
62,"Toppenish , WA",10/30/1954,Prairie View A&M,Retired,,4 Seasons,76,,,Fred Anderson,,fredanderson/2508483,,238,1978 - 1982
30,,5/10/1987,Georgetown,Retired,,1 Season,75,,,Ataefiok Etukeren,,ataefioketukeren/2507801,,245,2009 - 2009
,"Carlsbad , NM",8/18/1940,New Mexico State,Retired,,6 Seasons,74,,,Bob Kelly,,bobkelly/2518282,,270,1961 - 1968
48,"Toledo , OH",4/7/1969,Tennessee,Retired,,9 Seasons,70,,,Jeremy Lincoln,,jeremylincoln/2501759,,182,1992 - 2000
26,,8/18/1990,Duke,Retired,,2 Seasons,72,,,Conner Vernon,,connervernon/2539949,,200,2013 - 2014
43,"Sylmar , CA",1/8/1974,Fresno State,Retired,,1 Season,68,,,Brian Roberson,,brianroberson/2502689,,161,1997 - 1997
33,,7/22/1983,Central Michigan,Retired,,2 Seasons,75,,,Dan Bazuin,,danbazuin/2495544,,260,2007 - 2008
,"Slaughter , LA",11/8/1942,Grambling State,Retired,,6 Seasons,75,,,Henry Davis,,henrydavis/2512565,,235,1968 - 1973
50,"Terre Haute , IN",4/8/1967,Indiana,Retired,,4 Seasons,71,,,Anthony Thompson,,anthonythompson/2527308,,207,1990 - 1993
52,"Stillwater , MN",5/10/1965,Arizona State,Retired,,8 Seasons,78,,,Todd Kalis,,toddkalis/2501557,,296,1988 - 1995
46,"Phoenix , AZ",9/25/1970,San Diego State,Retired,,4 Seasons,72,,,Damon Pieri,,damonpieri/2502482,,186,1993 - 1997
,"Bristol , CT",9/3/1906,N.Y.U.,Retired,,1 Season,71,,,Mike Riordan,,mikeriordan/2524207,,195,1929 - 1929
,Reggio di Calabria Italy,11/11/1914,North Carolina State,Retired,,2 Seasons,70,,,Mac Cara,,maccara/2511045,,193,1937 - 1938
72,"Bastrop , LA",3/12/1945,Arkansas-Pine Bluff,Retired,,4 Seasons,75,,,Willie Parker,,willieparker/2522768,,275,1967 - 1970
54,Summerset Bermuda,12/22/1962,Louisville,Retired,,5 Seasons,74,,,Ron Davenport,,rondavenport/2512489,,230,1985 - 1989
70,"Lindenhurst , NY",9/5/1946,Emporia State,Retired,,1 Season,74,,,Bob Leahy,,bobleahy/2519217,,205,1971 - 1971
28,"Houston , TX",2/2/1989,Texas,Active,Carolina Panthers,5th season,70,Pearland HS,TX,Fozzy Whittaker,43,fozzywhittaker/2540037,RB,205,
35,"Salt Lake City , UT",9/20/1981,Southern Utah,Retired,,5 Seasons,73,,,Marques Harris,,marquesharris/2506190,,245,2005 - 2009
26,"Langton , Ontario",11/26/1990,Virginia,Unsigned free agent,Cleveland Browns,5th season,79,Glendale HS,"Tillsonburg, Ontario, Canada",Austin Pasztor,67,austinpasztor/2535837,OT,308,
70,"South Gate , CA",7/9/1946,USC,Retired,,2 Seasons,73,,,Mike Battle,,mikebattle/2509169,,180,1969 - 1970
,,,Old Dominion,Active,Chicago Bears,Rookie,77,,,Rashaad Coward,,rashaadcoward/2559157,DT,280,
27,"Jacksonville , FL",1/22/1990,Alabama State,Retired,,2 Seasons,74,,,Nigel Carr,,nigelcarr/2536069,,240,2012 - 2013
42,"Bronx , NY",1/7/1975,San Diego State,Retired,,4 Seasons,72,,,Justin Watson,,justinwatson/2503564,,230,1999 - 2002
,"Johnson , KS",7/10/1931,Kansas,Retired,,11 Seasons,72,,,Galen Fiss,,galenfiss/2514077,,227,1956 - 1966
29,"St. David , AZ",12/8/1987,South Dakota State,Retired,,3 Seasons,76,,,Danny Batten,,dannybatten/1037854,,250,2010 - 2012
54,"Dayton , OH",10/11/1962,Bowling Green State,Retired,,13 Seasons,74,,,Martin Bayless,,martinbayless/2499581,,223,1984 - 1996
55,"Glasgow , MT",7/29/1961,Montana,Retired,,2 Seasons,75,,,Brian Salonen,,briansalonen/2524812,,229,1984 - 1985
26,"Orlando , FL",10/5/1990,South Florida,Unsigned free agent,New Orleans Saints,5th season,73,Terry Parker HS,"Jacksonville, FL",Sam Barrington,97,sambarrington/2540280,LB,240,
34,"Miami , FL",12/31/1982,Miami (Fla.),Retired,,3 Seasons,70,,,Darnell Jenkins,,darnelljenkins/2674,,191,2008 - 2011
26,,8/3/1990,Mississippi State,Retired,,1 Season,75,,,Dewayne Cherrington,,dewaynecherrington/2541692,,335,2013 - 2013
49,"Birmingham , AL",4/2/1968,Southeast Missouri State,Retired,,4 Seasons,75,,,Tony Walker,,tonywalker/2503513,,235,1990 - 1993
54,"Chicago , IL",7/10/1962,Illinois,Retired,,3 Seasons,76,,,Don Thorp,,donthorp/2527393,,260,1984 - 1988
29,"Cincinnati , OH",5/29/1988,Michigan State,Active,San Francisco 49ers,6th season,77,La Salle HS,"Cincinnati, OH",Garrett Celek,88,garrettcelek/2534820,TE,252,
56,"Weymouth , MA",8/3/1960,Boston U.,Retired,,3 Seasons,79,,,Chris Lindstrom,,chrislindstrom/2519537,,260,1983 - 1987
56,"Poteau , OK",7/31/1960,Tulsa,Retired,,2 Seasons,73,,,Kirk Phillips,,kirkphillips/2523175,,202,1984 - 1987
,"Jefferson , MS",11/12/1947,Alcorn State,Retired,,3 Seasons,76,,,Willie Young,,willieyoung/2529592,,270,1971 - 1973
74,"Easton , PA",7/22/1942,Georgia,Retired,,3 Seasons,76,,,Ray Rissmiller,,rayrissmiller/2524215,,250,1966 - 1968
38,"Gary , IN",10/26/1978,Clemson,Retired,,2 Seasons,71,,,Robert Carswell,,robertcarswell/2504599,,215,2001 - 2002
23,"Birmingham , AL",8/13/1993,South Alabama,Active,Buffalo Bills,1st season,76,Hueytown HS,AL,Wes Saxton,,wessaxton/2553682,TE,235,
74,"Brooklyn , NY",11/12/1942,Hofstra,Retired,,11 Seasons,76,,,John Schmitt,,johnschmitt/2525071,,250,1964 - 1974
46,"Savannah , GA",1/23/1971,LSU,Retired,,16 Seasons,76,,,Kevin Mawae,,kevinmawae/2501917,,289,1994 - 2009
29,"Jackson , MS",9/24/1987,Mississippi State,Retired,,6 Seasons,73,,,Anthony Dixon,,anthonydixon/497172,,233,2010 - 2015
37,"Houma , LA",2/4/1980,McNeese State,Retired,,1 Season,70,,,Vick King,,vickking/2505697,,215,2004 - 2004
,"Nashville , TN",1/2/1944,Tennessee,Retired,,5 Seasons,74,,,Austin Denney,,austindenney/2512795,,230,1967 - 1971
34,"Fort Lauderdale , FL",7/1/1982,Michigan State,Retired,,4 Seasons,77,,,Matthias Askew,,matthiasaskew/2506054,,302,2004 - 2009
,,,No College,Retired,,1 Season,72,,,Jack Thorpe,,jackthorpe/2527394,,210,1923 - 1923
54,"Akron , OH",1/28/1963,Miami (Ohio),Retired,,1 Season,71,,,Steve Fitzhugh,,stevefitzhugh/2514096,,188,1987 - 1987
48,"Boynton Beach , FL",5/17/1969,Miami (Fla.),Retired,,8 Seasons,74,,,Craig Erickson,,craigerickson/2500559,,213,1992 - 1999
30,"Tucson , AZ",2/28/1987,Arizona,Active,Atlanta Falcons,7th season,75,Sabino HS,"Tucson, AZ",Brooks Reed,50,brooksreed/2495218,DE,254,
33,"Wichita Falls , TX",2/10/1984,Abilene Christian,Retired,,5 Seasons,70,,,Bernard Scott,,bernardscott/81869,,195,2009 - 2013
23,"Lancaster , CA",9/22/1993,Boise State,Active,New York Giants,2nd season,73,Paraclete HS,"Lancaster, CA",Darian Thompson,27,darianthompson/2555154,FS,213,
25,,8/15/1991,Auburn,Retired,,1 Season,75,,,Nosa Eguae,,nosaeguae/2550195,,269,2014 - 2014
,"Susanville , CA",10/27/1931,UCLA,Retired,,2 Seasons,73,,,Jack Ellena,,jackellena/2513551,,225,1955 - 1956
,,,Columbia,Retired,,2 Seasons,70,,,Walt Koppisch,,waltkoppisch/2518735,,180,1925 - 1926
,"Provo , UT",1/13/1921,Brigham Young,Retired,,1 Season,72,,,Reed Nilsen,,reednilsen/2522164,,230,1947 - 1947
34,"Conway , SC",6/20/1982,South Carolina,Retired,,0 Season,77,,,George Gause,,georgegause/2514714,,265,2006 - 2006
29,,11/10/1987,Baylor,Retired,,2 Seasons,75,,,Brad Taylor,,bradtaylor/2530809,,240,2011 - 2012
,,,No College,Retired,,1 Season,,,,null Nielson,,nielson/2522156,,,1924 - 1924
39,"Vidalia , GA",10/8/1977,Georgia Tech,Retired,,7 Seasons,73,,,Travares Tillman,,travarestillman/2504267,,205,2000 - 2007
82,"Lisbon , LA",7/24/1934,Grambling State,Retired,,12 Seasons,75,,,Willie Davis,,williedavis/2512645,,243,1958 - 1969
67,"Phoenix , AZ",12/26/1949,Nebraska,Retired,,2 Seasons,75,,,Carl Johnson,,carljohnson/2517580,,248,1972 - 1973
36,"Fresno , CA",11/18/1980,UCLA,Retired,,7 Seasons,69,,,Ricky Manning,,rickymanning/2505432,,193,2003 - 2009
27,"San Francisco , CA",7/27/1989,Louisiana Tech,Retired,,1 Season,70,,,Taulib Ikharo,,taulibikharo/2541989,,190,2013 - 2013
69,"Tampa , FL",2/16/1948,Mississippi Valley State,Retired,,10 Seasons,73,,,Ted Washington,,tedwashington/2528316,,244,1973 - 1982
54,"Richland , WA",12/31/1962,Hawaii,Retired,,1 Season,74,,,Kurt Kafentzis,,kurtkafentzis/2518085,,190,1987 - 1987
,"New York , NY",8/4/1945,Johnson C. Smith,Retired,,3 Seasons,76,,,Bob Wells,,bobwells/2528514,,280,1968 - 1970
30,Duren Germany,7/3/1986,Furman,Unsigned free agent,Buffalo Bills,10th season,72,Sequoya HS,"Madisonville, TN",Jerome Felton,42,jeromefelton/230,FB,248,
31,"Cincinnati , OH",5/29/1986,Cincinnati,Active,Los Angeles Chargers,8th season,73,Elder HS,"Cincinnati, OH",Mike Windt,47,mikewindt/2507845,LS,237,
,"Chicago , IL",1/3/1920,Northwestern,Retired,,4 Seasons,74,,,Alf Bauman,,alfbauman/2509188,,228,1947 - 1950
54,"Chattanooga , TN",5/16/1963,Tennessee-Chattanooga,Retired,,1 Season,74,,,Brent Johnson,,brentjohnson/2517575,,255,1987 - 1987
42,"Lexington , KY",12/9/1974,Louisville,Retired,,16 Seasons,70,,,David Akers,,davidakers/2499370,,200,1998 - 2013
24,"Atlanta , GA",9/8/1992,Georgia,Active,Chicago Bears,2nd season,75,Dodge County HS,"Eastman, GA",Leonard Floyd,94,leonardfloyd/2555285,OLB,240,
73,"Washington , DC",4/19/1944,Maryland,Retired,,6 Seasons,76,,,Dick Absher,,dickabsher/2508175,,230,1967 - 1972
53,"Durango , CO",8/21/1963,Arizona State,Retired,,1 Season,74,,,Stein Koss,,steinkoss/2518751,,225,1987 - 1987
57,"Bartow , FL",3/6/1960,Tulane,Retired,,1 Season,74,,,Jerry Baker,,jerrybaker/2508875,,297,1983 - 1983
37,"St. Petersburg , FL",7/12/1979,Illinois State,Retired,,9 Seasons,70,,,Aveion Cason,,aveioncason/2504353,,215,2001 - 2009
71,"Birmingham , AL",10/30/1945,Defiance,Retired,,10 Seasons,71,,,Ben Davis,,bendavis/2512518,,180,1967 - 1976
23,"Bronx , New York",11/23/1993,Villanova,Active,Tennessee Titans,Rookie,79,Brunswick School HS,CT,Brad Seaton,,bradseaton/2558772,OT,310,
30,"Birmingham , AL",4/7/1987,South Carolina,Active,Oakland Raiders,9th season,77,North Gwinnett HS,"Suwanee, GA",Jared Cook,,jaredcook/71265,TE,254,
26,"Virginia Beach , VA",7/6/1990,Holy Cross,Retired,,4 Seasons,73,,,Chandler Fenner,,chandlerfenner/2535984,,189,2012 - 2015
33,"Novi , MI",9/24/1983,Michigan,Retired,,6 Seasons,75,,,Gabe Watson,,gabewatson/2506918,,333,2006 - 2011
69,"Mobile , AL",5/2/1948,Alcorn State,Retired,,2 Seasons,72,,,Leon Garror,,leongarror/2514675,,180,1972 - 1973
38,"Galveston , TX",10/14/1978,Florida State,Retired,,9 Seasons,75,,,Javon Walker,,javonwalker/2505023,,215,2002 - 2010
44,"Kingstree , SC",3/14/1973,Delaware State,Retired,,4 Seasons,76,,,Uhuru Hamiter,,uhuruhamiter/2500997,,280,1998 - 2001
,"Sheppton , PA",8/20/1917,Fordham,Retired,,2 Seasons,72,,,Larry Sartori,,larrysartori/2524930,,208,1942 - 1945
73,"Baton Rouge , LA",7/9/1943,Southeastern Louisiana,Retired,,2 Seasons,72,,,Ellis Johnson,,ellisjohnson/2517622,,195,1965 - 1966
26,"Madisonville , TX",12/8/1990,Texas,Retired,,2 Seasons,75,,,Chris Whaley,,chriswhaley/2550417,,285,2014 - 2015
33,"Durant , OK",5/2/1984,Oklahoma State,Retired,,9 Seasons,76,,,Charlie Johnson,,charliejohnson/2506966,,305,2006 - 2014
,"Boise , ID",9/30/1936,Idaho,Retired,,15 Seasons,74,,,Wayne Walker,,waynewalker/2528129,,225,1958 - 1972
,"Spray , NC",4/1/1916,Wake Forest,Retired,,1 Season,73,,,Marshall Edwards,,marshalledwards/2513493,,190,1943 - 1943
32,"Richmond , VA",7/12/1984,Virginia Tech,Retired,,3 Seasons,72,,,Jonathan Lewis,,jonathanlewis/2506950,,305,2006 - 2010
77,"Leon Co. , TX",8/20/1939,Texas,Retired,,1 Season,72,,,Don Allen,,donallen/2508359,,200,1960 - 1960
31,"Carrollton , GA",11/23/1985,Coastal Carolina,Active,Buffalo Bills,10th season,69,Douglas Co. HS,"Douglasville, GA",Mike Tolbert,,miketolbert/2507428,FB,250,
28,,1/10/1989,Bowling Green State,Retired,,1 Season,73,,,Neal Dahlman,,nealdahlman/2530834,,240,2011 - 2011
26,,12/3/1990,Stephen F. Austin St.,Retired,,1 Season,76,,,Cordell Roberson,,cordellroberson/2541596,,205,2013 - 2013
23,,1/7/1994,Baylor,Active,Dallas Cowboys,1st season,78,,,Rico Gathers,80,ricogathers/2556375,TE,281,
56,"Chester , MD",8/17/1960,East Carolina,Retired,,4 Seasons,75,,,Jody Schulz,,jodyschulz/2525139,,235,1983 - 1987
39,"Winnfield , LA",11/7/1977,Michigan,Retired,,7 Seasons,74,,,Anthony Thomas,,anthonythomas/2504657,,221,2001 - 2007
36,"Mechanicsville , VA",5/17/1981,William & Mary,Retired,,2 Seasons,72,,,Billy Parker,,billyparker/2506586,,195,2005 - 2006
36,"Athens , AL",3/13/1981,North Alabama,Retired,,5 Seasons,78,,,Lee Vickers,,leevickers/2506791,,275,2006 - 2010
70,"Shreveport , LA",10/15/1946,Grambling State,Retired,,9 Seasons,69,,,Essex Johnson,,essexjohnson/2517628,,201,1968 - 1976
62,"Lynwood , CA",12/13/1954,Long Beach State,Retired,,2 Seasons,75,,,Mark Bailey,,markbailey/2508848,,237,1977 - 1978
32,,6/23/1984,Buffalo,Retired,,1 Season,76,,,Chad Upshaw,,chadupshaw/2495767,,249,2007 - 2008
45,"Vernon , TX",1/17/1972,Oklahoma State,Retired,,2 Seasons,76,,,Wendall Gaines,,wendallgaines/2514548,,293,1994 - 1995
36,"Abilene , TX",7/28/1980,Notre Dame,Retired,,7 Seasons,75,,,Anthony Weaver,,anthonyweaver/2505050,,274,2002 - 2008
74,"Wharton , TX",1/21/1943,Prairie View A&M,Retired,,12 Seasons,74,,,Jim Kearney,,jimkearney/2518200,,206,1965 - 1976
,"Gilbert , MN",6/23/1916,Minnesota-Duluth,Retired,,2 Seasons,73,,,Lou Barle,,loubarle/2509002,,205,1938 - 1939
24,"Spartanburg , SC",10/16/1992,Clemson,Active,New York Jets,2nd season,74,Paul M. Dorman HS,"Spartanburg, SC",Charone Peake,17,charonepeake/2555477,WR,209,
51,"Philadelphia , PA",12/20/1965,Delaware,Retired,,17 Seasons,75,,,Rich Gannon,,richgannon/2500754,,210,1987 - 2004
46,"San Pedro , CA",6/17/1970,UCLA,Retired,,2 Seasons,74,,,Arnold Ale,,arnoldale/2499379,,230,1994 - 1996
82,"Swanton , OH",10/7/1934,Bowling Green State,Retired,,1 Season,74,,,Karl Koepfer,,karlkoepfer/2518684,,230,1958 - 1958
88,"Weehauken , NJ",9/16/1928,North Carolina,Retired,,1 Season,72,,,Bob Kennedy,,bobkennedy/2518342,,178,1949 - 1949
47,,10/21/1969,Texas Southern,Retired,,1 Season,77,,,Kevin Harris,,kevinharris/2501047,,248,1991 - 1991
,"Port Arthur , TX",6/7/1938,Baylor,Retired,,8 Seasons,75,,,Goose Gonsoulin,,goosegonsoulin/2515031,,210,1960 - 1967
,"Knoxville , TN",9/30/1918,Tennessee,Retired,,1 Season,73,,,Burr West,,burrwest/2528569,,220,1941 - 1941
27,"Columbia , SC",12/4/1989,Florida State,Retired,,2 Seasons,78,,,Zebrie Sanders,,zebriesanders/2532943,,320,2012 - 2013
56,"Bayonne , NJ",7/28/1960,Penn State,Retired,,7 Seasons,72,,,Walker Lee Ashley,,walkerleeashley/2508693,,234,1983 - 1990
66,"Port Jefferson , NY",9/1/1950,Yankton,Retired,,2 Seasons,71,,,Les Goodman,,lesgoodman/2515064,,206,1973 - 1974
70,"Aliquippa , PA",12/8/1946,Nebraska,Retired,,1 Season,74,,,Bob Liggett,,bobliggett/2519499,,255,1970 - 1970
57,"Seattle , WA",1/15/1960,Washington,Retired,,7 Seasons,75,,,Mark Jerue,,markjerue/2517521,,229,1983 - 1989
,"Corinth , MS",6/25/1918,Cal Poly-Pomona,Retired,,2 Seasons,73,,,Ev Sharp,,evsharp/2525391,,223,1944 - 1945
,"Brookville , PA",1/24/1893,Pittsburgh,Retired,,1 Season,68,,,Sandy Hastings,,sandyhastings/2516079,,178,1920 - 1920
,"Clarks , NE",11/24/1905,Nebraska,Retired,,2 Seasons,71,,,Arnie Oehlrich,,arnieoehlrich/2522401,,190,1928 - 1929
58,"Clinton , OK",3/13/1959,Central Oklahoma,Retired,,1 Season,74,,,Cliff Chatman,,cliffchatman/2511378,,225,1982 - 1982
58,"Fort Lauderdale , FL",3/12/1959,Illinois,Retired,,1 Season,74,,,Earnest Adams,,earnestadams/2508201,,226,1987 - 1987
29,"Baltimore , MD",4/6/1988,Penn State,Retired,,5 Seasons,76,,,Aaron Maybin,,aaronmaybin/80433,,237,2009 - 2013
49,"Pittsburgh , PA",6/7/1968,Pittsburgh,Retired,,5 Seasons,73,,,Adam Walker,,adamwalker/2503497,,210,1992 - 1996
64,"Hazelhurst , MS",11/4/1952,Alcorn State,Retired,,10 Seasons,76,,,Lawrence Pillers,,lawrencepillers/2523247,,255,1976 - 1985
27,,2/15/1990,Arkansas-Pine Bluff,Retired,,1 Season,74,,,Brandon Thurmond,,brandonthurmond/2541529,,260,2013 - 2013
30,"Rio Rancho , NM",1/18/1987,Maryland,Active,Dallas Cowboys,8th season,73,Clay HS,"Green Cove Springs, FL",Nolan Carroll,,nolancarroll/494254,DB,205,
71,"Ocala , FL",7/30/1945,Florida A&M,Retired,,1 Season,74,,,John Eason,,johneason/2513413,,220,1968 - 1968
35,,4/4/1982,Wake Forest,Retired,,0 Season,75,,,Jerome Nichols,,jeromenichols/2522122,,285,2006 - 2006
29,"Imperial , PA",3/31/1988,Pittsburgh,Retired,,6 Seasons,73,,,Dorin Dickerson,,dorindickerson/497222,,226,2010 - 2015
32,"Potsdam , NY",8/30/1984,Buffalo,Retired,,7 Seasons,77,,,Trevor Scott,,trevorscott/4305,,260,2008 - 2014
45,"Daingerfield , TX",6/28/1971,Texas Christian,Retired,,3 Seasons,73,,,Greg Evans,,gregevans/2500569,,217,1994 - 1998
